,PalabraClave,Recomendaciones
10,disney,"[{'NombreProducto': 'None Disney Princess Ballet Studio', 'PrecioProducto': nan}, {'NombreProducto': 'Disney Winnie the Pooh Knows Your Name Bear', 'PrecioProducto': nan}, {'NombreProducto': 'Disney Learning Phonics and Reading Learning Game Cards', 'PrecioProducto': nan}, {'NombreProducto': 'Disney Bumble Bee Pooh 12&quot; Plush Bear', 'PrecioProducto': 36.33}, {'NombreProducto': 'Alexander Doll Goofy : Disney Babies The Peek-a-boos', 'PrecioProducto': 39.99}]"
11,action,"[{'NombreProducto': 'Star Wars Power of the Jed Amanaman with Salacious Crumb Action Figure Set', 'PrecioProducto': 14.99}, {'NombreProducto': 'Star Wars Episode I Sio Bibble 3.75&quot; Action Figure with CommTech Chip', 'PrecioProducto': 17.39}, {'NombreProducto': 'Distributoys Army of Darkness Pit Witch and Deadite Centurion Action Figures', 'PrecioProducto': 34.99}, {'NombreProducto': 'TOP GUN George W. Bush Action Figure in Flight Suit', 'PrecioProducto': 54.99}, {'NombreProducto': ""Buffy The Vampire Slayer/Angel AFX Exclusive 'Just Rewards' Spike Action Figure"", 'PrecioProducto': 23.99}]"
12,kit,"[{'NombreProducto': 'US Coast Guard Utility Boat Wooden Boat Kit by Dumas', 'PrecioProducto': 192.54}, {'NombreProducto': '2187 Oracle Digital Video Rocket Kit E2X', 'PrecioProducto': nan}, {'NombreProducto': 'Tamiya 1/25 German Tiger I Tank Model Kit', 'PrecioProducto': 315.96}, {'NombreProducto': 'Privateer Press - Hordes - Skorne: Aptimus Zaal and Kovass Model Kit', 'PrecioProducto': 8.06}, {'NombreProducto': 'Popular Playthings, Unisex, Educational Electricity Play Activity Kit for Kids Build Electrical Circuits &amp; More, Multicolor, Ages 8 and Up', 'PrecioProducto': 28.92}]"
13,game,"[{'NombreProducto': 'Games Flash Cards', 'PrecioProducto': nan}, {'NombreProducto': 'HABA Orchard Floor Game', 'PrecioProducto': 115.97}, {'NombreProducto': 'Intex Pool Volleyball Game', 'PrecioProducto': nan}, {'NombreProducto': 'Tangled Tales Game Starter Set', 'PrecioProducto': nan}, {'NombreProducto': 'Disney Learning Phonics and Reading Learning Game Cards', 'PrecioProducto': nan}]"
14,scale,"[{'NombreProducto': '2002 GMC Denali 1:18 Scale Die-Cast Vehicle - Two-Tone Red/Silver', 'PrecioProducto': nan}, {'NombreProducto': 'Maisto R/C 1:10 Scale Lamborghini Gallardo Radio Control Vehicle (Colors May Vary)', 'PrecioProducto': nan}, {'NombreProducto': 'Maisto 1:18 Scale 1957 Chevy Corvette Diecast Vehicle (Colors May Vary)', 'PrecioProducto': 29.79}, {'NombreProducto': 'Gemini Jets US Airways B767-200 1:400 Scale', 'PrecioProducto': nan}, {'NombreProducto': 'Minicraft Models B-24J Liberator 1/144 Scale', 'PrecioProducto': nan}]"
15,toys,"[{'NombreProducto': 'Distributoys Army of Darkness Pit Witch and Deadite Centurion Action Figures', 'PrecioProducto': 34.99}, {'NombreProducto': 'Wild Republic Audubon Squirrel Plush Authentic Squirrel Sound, Stuffed Animal, Squirrel Toys, Gifts for Kids 5 Inches', 'PrecioProducto': 8.49}, {'NombreProducto': 'PlanToys Balancing Cactus', 'PrecioProducto': nan}, {'NombreProducto': 'Real Toys Continental Airlines Airport Play Set', 'PrecioProducto': nan}, {'NombreProducto': 'MYSTIC BALL by Toysmith', 'PrecioProducto': nan}]"
16,series,"[{'NombreProducto': 'Famous Cover Series the Mighty Thor 8&quot; Action Figure', 'PrecioProducto': 14.99}, {'NombreProducto': '1993 - ERTL / DC Comics - Batman : The Animated Series - Robin - 2 Inch Die Cast Metal Figure - w/ Collector Sticker - #2470 - Out of Production - New - Mint - Rare - Collectible', 'PrecioProducto': 17.91}, {'NombreProducto': 'Marvel Legends Series 3 &gt; Danger Action Figure', 'PrecioProducto': 32.62}, {'NombreProducto': 'McFarlane Sportspicks: MLB Series 18 Justin Verlander Action Figure', 'PrecioProducto': nan}, {'NombreProducto': 'Hellboy 2 The Golden Army Series 1 Abe Sapien Figure', 'PrecioProducto': 49.9}]"
17,black,"[{'NombreProducto': 'Hot Wheels 1995 Kenworth Big Rig Black Truck Card 76', 'PrecioProducto': 14.71}, {'NombreProducto': 'Transformers: MA-20 Black Arcee Japanese Ver. Action Figure', 'PrecioProducto': 111.72}, {'NombreProducto': 'Standard Club Plastic Chess Set Black &amp; Ivory Pieces - 3.75&quot; King', 'PrecioProducto': nan}, {'NombreProducto': 'Bakugan Battle Brawlers Game Single LOOSE Figure Darkon Laserman [Black]', 'PrecioProducto': 29.95}, {'NombreProducto': 'Great Planes Electrifly E-Spinner 2&quot; with Aluminum Backplate, Transparent Black', 'PrecioProducto': 7.78}]"
18,magic,"[{'NombreProducto': 'Stigmata Magic Trick by Wayne Houchin :: Cause Any Thought to Appear on Your Arm &gt;&gt; Simple &amp; Effective by Ellusionist', 'PrecioProducto': nan}, {'NombreProducto': '30 Tricks &amp; Tips with a Stripper Deck DVD, Includes a Bicycle Stripper Deck - Easy Magic Card Tricks', 'PrecioProducto': nan}, {'NombreProducto': 'Disneys Aladdin - The Magic Carpet Game', 'PrecioProducto': 124.95}, {'NombreProducto': ' Empire Magic Match Boxes - Coin Vanish and Reappear Trick', 'PrecioProducto': 5.8}, {'NombreProducto': ""Big Blast Matt Wegner's MAGE The Hero Defined '98 Premiere Series 8 Inch Tall Action Figure - Kevin Matchstick with Magic Glowing Bat, Alternate Set of Hands, Mage Magicard, Cloth Jacket and Bag"", 'PrecioProducto': 24.99}]"
19,model,"[{'NombreProducto': 'Dragon Models USA 6146 1/35 SS Sturmpionier Eastern Front 1942, 6146', 'PrecioProducto': 7.92}, {'NombreProducto': 'Lindberg Models 1948 Lincoln Continental', 'PrecioProducto': nan}, {'NombreProducto': 'Tamiya 1/25 German Tiger I Tank Model Kit', 'PrecioProducto': 315.96}, {'NombreProducto': 'Star Wars Pocketmodel Trading Card Game Exclusive Imperial Star Destroyer Power-Up Pack by Webkinz', 'PrecioProducto': 8.95}, {'NombreProducto': 'Privateer Press - Hordes - Skorne: Aptimus Zaal and Kovass Model Kit', 'PrecioProducto': 8.06}]"
20,edition,"[{'NombreProducto': 'Scrabble Collectors Edition', 'PrecioProducto': nan}, {'NombreProducto': ' LIMITED EDITION Cabbage Patch Kids 25th Anniversary Doll', 'PrecioProducto': nan}, {'NombreProducto': ' Global War on Terrorism Expeditionary Medal', 'PrecioProducto': 18.99}, {'NombreProducto': 'Hot Wheels - 1998 First Editions - Slideout - Sprint Car - Purple &amp; Orange - Die Cast - #2 of 40 Cars - Collector #640 - Limited Edition - Collectible', 'PrecioProducto': 19.99}, {'NombreProducto': 'Yu-Gi-Oh! - Humanoid Slime (LON-003) - Labyrinth of Nightmare - 1st Edition - Common', 'PrecioProducto': 6.88}]"
21,kids,"[{'NombreProducto': 'Wild Republic Audubon Squirrel Plush Authentic Squirrel Sound, Stuffed Animal, Squirrel Toys, Gifts for Kids 5 Inches', 'PrecioProducto': 8.49}, {'NombreProducto': 'Popular Playthings, Unisex, Educational Electricity Play Activity Kit for Kids Build Electrical Circuits &amp; More, Multicolor, Ages 8 and Up', 'PrecioProducto': 28.92}, {'NombreProducto': ' LIMITED EDITION Cabbage Patch Kids 25th Anniversary Doll', 'PrecioProducto': nan}, {'NombreProducto': '100 pc wholesale lot of kids RUBBER BRACELETS with assorted sayings [Toy]', 'PrecioProducto': 21.99}, {'NombreProducto': 'Wishpets Stuffed Animal - Soft Plush Toy for Kids - 8&quot; Floppy Moose Minky Supersoft', 'PrecioProducto': 8.95}]"
22,blue,"[{'NombreProducto': 'Disney Mix Max - Ice Blue Chrome', 'PrecioProducto': nan}, {'NombreProducto': ""BLUE'S CLUES Party Table Cover BLUE, PERIWINKLE &amp; MAGENTA 54&quot; x 89&quot; Long (Dated 2000)"", 'PrecioProducto': nan}, {'NombreProducto': 'Grateful Dead Bean Bear Lovelight Bear By Liquid Blue', 'PrecioProducto': 17.99}, {'NombreProducto': 'Chessex Gemini 12mm d6 Blue-Gold w/White Dice Block 36 Dice', 'PrecioProducto': 11.74}, {'NombreProducto': ' Eflite Vertical Fin, Blue', 'PrecioProducto': 1.68}]"
23,piece,"[{'NombreProducto': 'B Dazzle Woodpeckers Scramble Squares 9 Piece Puzzle', 'PrecioProducto': 12.99}, {'NombreProducto': 'Dino Chess - pieces shapped like your favorite dinosaur fossil heads! (Age 5+)', 'PrecioProducto': nan}, {'NombreProducto': 'Pot-O-Gold Centerpiece Party Accessory (1 count) (1/Pkg)', 'PrecioProducto': nan}, {'NombreProducto': 'Learning Resources Giant Foam Floor Pattern Blocks, 49 Pieces', 'PrecioProducto': 42.95}, {'NombreProducto': 'Standard Club Plastic Chess Set Black &amp; Ivory Pieces - 3.75&quot; King', 'PrecioProducto': nan}]"
24,baby,"[{'NombreProducto': 'Pokemon Plush Beanie Baby Meowth - # 52', 'PrecioProducto': nan}, {'NombreProducto': 'Safari Ltd  Wild Safari Wildlife Kangaroo with Baby', 'PrecioProducto': nan}, {'NombreProducto': 'Bratz Babyz Boyz: Cameron Doll', 'PrecioProducto': nan}, {'NombreProducto': 'Mary Meyer Brainy Baby Wild N Wiggly Plush Take Along Toy, Doggy', 'PrecioProducto': nan}, {'NombreProducto': 'MGA Zapf Baby Born Doll with Potty Pink', 'PrecioProducto': nan}]"
25,mini,"[{'NombreProducto': 'Wonderworld Miniature Wooden Fire Engine Vehicle Push Toy -  Movable Ladder, Driver Included, Real Rubber Tires', 'PrecioProducto': nan}, {'NombreProducto': 'Snowman Shaped Mini Playing Cards by USPCC', 'PrecioProducto': 1.99}, {'NombreProducto': 'Chessex Gemini 12mm d6 Blue-Gold w/White Dice Block 36 Dice', 'PrecioProducto': 11.74}, {'NombreProducto': 'Dollhouse Miniature Large Picnic Basket by Falcon Miniatures', 'PrecioProducto': nan}, {'NombreProducto': 'Gemini Jets US Airways B767-200 1:400 Scale', 'PrecioProducto': nan}]"
26,red,"[{'NombreProducto': '2002 GMC Denali 1:18 Scale Die-Cast Vehicle - Two-Tone Red/Silver', 'PrecioProducto': nan}, {'NombreProducto': '5&quot; Zord Battlized Figure Red Ranger to Red Zordman', 'PrecioProducto': nan}, {'NombreProducto': 'MLB Boston Red Sox Vortex Playing Cards', 'PrecioProducto': 8.98}, {'NombreProducto': 'Testors Aerosol Lacquer Paint 3oz-Revving Red', 'PrecioProducto': 8.67}, {'NombreProducto': 'FJ-708A Infrared 2ch Micro RC Helicopter', 'PrecioProducto': nan}]"
27,star,"[{'NombreProducto': 'Star Wars Power of the Jed Amanaman with Salacious Crumb Action Figure Set', 'PrecioProducto': 14.99}, {'NombreProducto': 'LEGO Star Wars: Battle Droid Carrier (7126)', 'PrecioProducto': 84.42}, {'NombreProducto': 'Star Wars Episode I Sio Bibble 3.75&quot; Action Figure with CommTech Chip', 'PrecioProducto': 17.39}, {'NombreProducto': 'WWE Classic Superstars : Vader Figure', 'PrecioProducto': 96.49}, {'NombreProducto': 'Star Wars E3 BF64 DESTROYER DROID', 'PrecioProducto': 4.84}]"
28,inch,"[{'NombreProducto': 'Douglas Plush - MERMAID (Pink &amp; Purple- 16 inch)', 'PrecioProducto': nan}, {'NombreProducto': 'Wild Republic Audubon Squirrel Plush Authentic Squirrel Sound, Stuffed Animal, Squirrel Toys, Gifts for Kids 5 Inches', 'PrecioProducto': 8.49}, {'NombreProducto': '1993 - ERTL / DC Comics - Batman : The Animated Series - Robin - 2 Inch Die Cast Metal Figure - w/ Collector Sticker - #2470 - Out of Production - New - Mint - Rare - Collectible', 'PrecioProducto': 17.91}, {'NombreProducto': ""Pirates of the Caribbean At World's End Jack Sparrow 12 inch figrure"", 'PrecioProducto': 69.47}, {'NombreProducto': 'Epoch Tekken Tag Tournament Forest Law 12-Inch Collectible Figure', 'PrecioProducto': 29.99}]"
29,car,"[{'NombreProducto': 'Games Flash Cards', 'PrecioProducto': nan}, {'NombreProducto': 'LEGO Star Wars: Battle Droid Carrier (7126)', 'PrecioProducto': 84.42}, {'NombreProducto': 'Cadillac Escalade Remote Contral Car with Spinner Hubs', 'PrecioProducto': nan}, {'NombreProducto': 'MAXIMUM CARNAGE &quot;CARNAGE&quot; DELUXE 10&quot; FIGURE', 'PrecioProducto': 34.99}, {'NombreProducto': 'Disney Learning Phonics and Reading Learning Game Cards', 'PrecioProducto': nan}]"
30,white,"[{'NombreProducto': 'Animal Alley 11&quot; Cocker Spaniel: White/Brown', 'PrecioProducto': nan}, {'NombreProducto': 'HO Beverage Trailer White BLY20647', 'PrecioProducto': nan}, {'NombreProducto': 'Chessex Gemini 12mm d6 Blue-Gold w/White Dice Block 36 Dice', 'PrecioProducto': 11.74}, {'NombreProducto': ' Prang Products - Prang - Professional Watercolors, 8 Assorted Colors, 8/Set - Sold As 1 Each - Semi-moist transparent watercolor paints contain no wax. - Brilliant pigments mix cleanly, flow easily, and stay true. - Paint never dries out. - White, segment', 'PrecioProducto': 13.75}, {'NombreProducto': '10Vox Tracksters 2009 Nissan GTR - White', 'PrecioProducto': 22.95}]"
31,super,"[{'NombreProducto': 'WWE Classic Superstars : Vader Figure', 'PrecioProducto': 96.49}, {'NombreProducto': 'Wooden Super Tournament', 'PrecioProducto': nan}, {'NombreProducto': 'Transformers SuperPoseable Collection SCF 07 Animated Movie Starscream', 'PrecioProducto': 64.99}, {'NombreProducto': 'WWE Classic Superstars 2 Pack of Figures Stone Cold and &quot;Rowdy&quot; Roddy Piper', 'PrecioProducto': 69.99}, {'NombreProducto': '40th Anniversary Hot Wheels Super Chromes Tin with 10 Cars', 'PrecioProducto': nan}]"
32,play,"[{'NombreProducto': 'Craig Electronics Intl Ltd. 60 Second Personal Cd-Player', 'PrecioProducto': nan}, {'NombreProducto': 'Elenco  Digital Mulitmeter with 3 1/2 Digit Display', 'PrecioProducto': 33.25}, {'NombreProducto': 'Playmobil 1.2.3 Summer Meadow', 'PrecioProducto': 48.48}, {'NombreProducto': 'Fancy Prancy Fairy House - Rainbow Fairy Playset', 'PrecioProducto': nan}, {'NombreProducto': 'Glossy Wooden Poker Chip Case - Holds 500 Chips, 2 Decks of Playing Cards and Dice', 'PrecioProducto': nan}]"
33,card,"[{'NombreProducto': 'Games Flash Cards', 'PrecioProducto': nan}, {'NombreProducto': 'Disney Learning Phonics and Reading Learning Game Cards', 'PrecioProducto': nan}, {'NombreProducto': 'Glossy Wooden Poker Chip Case - Holds 500 Chips, 2 Decks of Playing Cards and Dice', 'PrecioProducto': nan}, {'NombreProducto': 'MLB Boston Red Sox Vortex Playing Cards', 'PrecioProducto': 8.98}, {'NombreProducto': 'Snowman Shaped Mini Playing Cards by USPCC', 'PrecioProducto': 1.99}]"
34,box,"[{'NombreProducto': 'Bob the Builder: Jack-in-the-Box', 'PrecioProducto': nan}, {'NombreProducto': 'Max Protection Deck Box Dragon Mistress', 'PrecioProducto': nan}, {'NombreProducto': 'Gears of War 7&quot; Action Figure Box Set of 4', 'PrecioProducto': 149.99}, {'NombreProducto': 'Japanese Playing Cards Game Hanafuda Echigo Flower Red Paulownia Box', 'PrecioProducto': 34.03}, {'NombreProducto': ' The Osbournes Inkworks Sealed Trading Card Box', 'PrecioProducto': 27.95}]"
35,pink,"[{'NombreProducto': 'Douglas Plush - MERMAID (Pink &amp; Purple- 16 inch)', 'PrecioProducto': nan}, {'NombreProducto': 'SwimWays Spring Float Pink Wave', 'PrecioProducto': nan}, {'NombreProducto': 'MGA Zapf Baby Born Doll with Potty Pink', 'PrecioProducto': nan}, {'NombreProducto': 'Daisy Rock Debutante Jr. Miss Acoustic Short Scale Bubblegum Pink Guitar', 'PrecioProducto': nan}, {'NombreProducto': ' I Dog Mini Plush Speaker Pink', 'PrecioProducto': nan}]"
36,bear,"[{'NombreProducto': 'Grateful Dead - Melody - Hedosa Bear', 'PrecioProducto': nan}, {'NombreProducto': 'Disney Winnie the Pooh Knows Your Name Bear', 'PrecioProducto': nan}, {'NombreProducto': 'Disney Bumble Bee Pooh 12&quot; Plush Bear', 'PrecioProducto': 36.33}, {'NombreProducto': 'Bearington Giant Tippy Toeshoes Stuffed Animal Ballerina Teddy Bear 30&quot;', 'PrecioProducto': nan}, {'NombreProducto': 'Bearington Bear Puddles and Jumper', 'PrecioProducto': 25.31}]"
37,wars,"[{'NombreProducto': 'Star Wars Power of the Jed Amanaman with Salacious Crumb Action Figure Set', 'PrecioProducto': 14.99}, {'NombreProducto': 'LEGO Star Wars: Battle Droid Carrier (7126)', 'PrecioProducto': 84.42}, {'NombreProducto': 'Star Wars Episode I Sio Bibble 3.75&quot; Action Figure with CommTech Chip', 'PrecioProducto': 17.39}, {'NombreProducto': 'Star Wars E3 BF64 DESTROYER DROID', 'PrecioProducto': 4.84}, {'NombreProducto': 'Star Wars Pocketmodel Trading Card Game Exclusive Imperial Star Destroyer Power-Up Pack by Webkinz', 'PrecioProducto': 8.95}]"
38,jigsaw,"[{'NombreProducto': ""Evening at Grandma's 500 pc Jigsaw Puzzle"", 'PrecioProducto': 14.78}, {'NombreProducto': 'Artifact Puzzles - Tyukanov Moon Wooden Jigsaw Puzzle', 'PrecioProducto': nan}, {'NombreProducto': 'SPRINGBOK &quot;THE CEASELESS SURF&quot; 1000 PC JIGSAW PUZZLE', 'PrecioProducto': nan}, {'NombreProducto': 'Puzzled Alligator Glow In The Dark 3D Jigsaw Puzzle', 'PrecioProducto': 12.95}, {'NombreProducto': 'White Mountain Puzzles - Painted Cat by Lewis T. Johnson - 1,000 Piece Jigsaw Puzzle', 'PrecioProducto': 23.13}]"
39,green,"[{'NombreProducto': '1/24 Velour Flocking, Med Green DTM1665', 'PrecioProducto': nan}, {'NombreProducto': 'Traxxas 2035 5-Channel 7.195 MHz Am Crystal Set, Green', 'PrecioProducto': 12.0}, {'NombreProducto': 'Kidwise Telescope - Green/Yellow', 'PrecioProducto': 15.0}, {'NombreProducto': 'John Deere Animated Coin Bank Green', 'PrecioProducto': nan}, {'NombreProducto': 'Harmony H147G Traditional Style C Soprano Recorder (Translucent Green)', 'PrecioProducto': nan}]"
40,wooden,"[{'NombreProducto': 'Wonderworld Miniature Wooden Fire Engine Vehicle Push Toy -  Movable Ladder, Driver Included, Real Rubber Tires', 'PrecioProducto': nan}, {'NombreProducto': 'US Coast Guard Utility Boat Wooden Boat Kit by Dumas', 'PrecioProducto': 192.54}, {'NombreProducto': 'Wooden Super Tournament', 'PrecioProducto': nan}, {'NombreProducto': 'Glossy Wooden Poker Chip Case - Holds 500 Chips, 2 Decks of Playing Cards and Dice', 'PrecioProducto': nan}, {'NombreProducto': 'Artifact Puzzles - Tyukanov Moon Wooden Jigsaw Puzzle', 'PrecioProducto': nan}]"
41,collection,"[{'NombreProducto': 'Transformers SuperPoseable Collection SCF 07 Animated Movie Starscream', 'PrecioProducto': 64.99}, {'NombreProducto': ""HARRY POTTER 6 1/2&quot; Professor Snape Action Figure and the Sorcerer's Stone Wizard Collection"", 'PrecioProducto': 41.17}, {'NombreProducto': 'Bearington Collection Harey Cottontail 14 Inch Collectible Plush Bunny', 'PrecioProducto': nan}, {'NombreProducto': 'Mastercraft Collection P-40E Flying Tigers Model Scale:1/37', 'PrecioProducto': nan}, {'NombreProducto': 'Takaratomy Limited Edition Monster Collection B&amp;W Pokemon Figure with Battle Disc M-044 - Voltolos/Thundurus', 'PrecioProducto': 14.95}]"
42,pokemon,"[{'NombreProducto': 'Pokemon Plush Beanie Baby Meowth - # 52', 'PrecioProducto': nan}, {'NombreProducto': 'Pokemon Ranger Capture Styler (japan import)', 'PrecioProducto': 56.94}, {'NombreProducto': 'Glameow ~6&quot; Plush: Pokemon Diamond and Pearl Plush [Banpresto 4983164446364] (Japanese Import)', 'PrecioProducto': nan}, {'NombreProducto': '2003 Pokemon USA Kyogre ex Promo #001', 'PrecioProducto': nan}, {'NombreProducto': 'Pokemon - Pikachu (71) - Arceus', 'PrecioProducto': 1.19}]"
43,gathering,"[{'NombreProducto': 'Magic: the Gathering - Chimeric Mass - Scars of Mirrodin', 'PrecioProducto': 0.29}, {'NombreProducto': 'Magic: the Gathering - Nightmare - Fifth Edition', 'PrecioProducto': 0.84}, {'NombreProducto': 'Magic: the Gathering - Phyrexian Crusader - Mirrodin Besieged', 'PrecioProducto': 6.33}, {'NombreProducto': 'Magic: the Gathering - Etched Monstrosity - New Phyrexia', 'PrecioProducto': 0.75}, {'NombreProducto': 'Magic: the Gathering - Krosan Verge - Judgment', 'PrecioProducto': 1.05}]"
44,new,"[{'NombreProducto': '1993 - ERTL / DC Comics - Batman : The Animated Series - Robin - 2 Inch Die Cast Metal Figure - w/ Collector Sticker - #2470 - Out of Production - New - Mint - Rare - Collectible', 'PrecioProducto': 17.91}, {'NombreProducto': ""Star Wars 2.5' New Millennium Falcon"", 'PrecioProducto': 993.6}, {'NombreProducto': 'La Newborn Boutique - Realistic 14&quot; Anatomically Correct Real Boy Asian Baby Doll  All Vinyl First Day Designed by Berenguer  Made in Spain', 'PrecioProducto': 39.99}, {'NombreProducto': ' 2008 Hot Wheels New Models Red &#39;69 Ford Torino Talladega w/ 5SPs #019 (19 of 40) 1', 'PrecioProducto': 3.99}, {'NombreProducto': '&quot;Happy New Year&quot; Tiara', 'PrecioProducto': nan}]"
